,id,date_recorded,funder,gps_height,installer,longitude,latitude,num_private,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group,nearest_functional_dist,priority_scores
23461,24846,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
10092,40110,2013-02-21,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
19266,18350,2013-01-31,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
8226,33747,2013-01-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
9111,47621,2013-01-19,tanapa,,tanapa,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
9161,47746,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
9028,20427,2012-10-29,tasaf,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
6121,21280,2013-02-16,pmo,,dwe,,-2e-08,0,lake victoria,mwanza,17,1,magu,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41360,68675,2013-01-31,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41057,64162,2013-01-23,caritas,,caritas,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,,parastatal,False,,other,other,other,parastatal,parastatal,,,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004459472001684637,0.12522343834587213
9829,2211,2011-08-05,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24651,55533,2011-08-25,government of tanzania,,government,,-2e-08,0,lake victoria,mwanza,19,6,geita,,True,vwc,True,,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
40720,2607,2013-02-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24718,18618,2013-01-19,others,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,parastatal,False,,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
4591,30038,2013-02-15,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
9819,72460,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
36430,14138,2012-10-13,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24755,28836,2013-01-18,dassip,,daldo,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
13437,21815,2013-02-02,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,parastatal,False,,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.004459472001684637,0.12522343834587213
24724,1584,2013-01-19,government of tanzania,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,india mark ii,india mark ii,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
5303,67522,2013-02-19,private,,private,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
2391,61186,2012-10-25,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
18347,45238,2013-01-31,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
52407,69698,2013-01-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,parastatal,False,,nira/tanira,nira/tanira,handpump,parastatal,parastatal,other,other,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41227,56289,2013-02-02,lwi,,lwi,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,vwc,False,,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
53024,39655,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
52429,16420,2013-01-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
16299,27134,2011-07-19,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
16084,16376,2013-01-29,pmo,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,vwc,False,,nira/tanira,nira/tanira,handpump,vwc,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24597,17068,2013-02-21,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3295,29494,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3889,73118,2013-02-05,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
11380,19787,2012-10-26,netherlands,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,,,False,,swn 80,swn 80,handpump,,,,,,,,,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24614,48710,2012-10-13,ridep,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24720,18779,2013-02-05,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24201,35501,2012-11-04,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
10896,72756,2013-01-18,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
10076,54288,2013-01-20,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
42183,8603,2012-10-23,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
42203,7175,2013-01-18,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
36960,17830,2013-02-04,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41449,41092,2013-02-02,dwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
5091,47529,2013-01-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
24357,2186,2012-10-21,dasip,,dasip,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
42562,54267,2011-07-18,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
10876,45772,2013-01-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
13583,61890,2013-01-20,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
56939,10411,2013-02-02,holland,,holland,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,vwc,False,,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
16516,49154,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12720,33480,2013-02-21,lwi,,lwi,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,india mark ii,india mark ii,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
4163,41080,2013-02-04,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12709,57783,2013-01-29,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,,False,,swn 80,swn 80,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
14314,33072,2013-02-05,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
39849,43524,2012-11-07,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
18266,49599,2013-02-02,holland,,holland,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
14493,32870,2012-10-24,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
6163,14154,2012-10-22,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12857,55295,2013-02-01,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,,,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
9545,71695,2013-02-06,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
27016,35776,2011-07-18,wvt,,wvt,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
36173,38248,2013-01-29,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
36205,65265,2013-02-15,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
36304,4408,2013-02-22,holland,,holland,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,parastatal,False,,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
12840,18496,2011-07-18,government of tanzania,,government,,-2e-08,0,lake victoria,mwanza,19,6,geita,,True,vwc,True,,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.004459472001684637,0.12522343834587213
549,57828,2013-01-22,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,,,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
18504,63032,2012-10-29,tanapa,,tanapa,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,parastatal,False,,nira/tanira,nira/tanira,handpump,parastatal,parastatal,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
18662,2216,2013-01-21,dassip,,daldo,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
6205,35272,2013-01-21,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
6221,55421,2013-02-20,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
52531,26341,2012-10-21,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,parastatal,False,,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
52540,19479,2012-10-29,,,,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,swn 80,swn 80,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
18767,11222,2012-10-13,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41721,11876,2013-01-26,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
29607,25103,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
52649,2565,2013-01-30,lwi,,lwi,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,india mark ii,india mark ii,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41808,40725,2013-02-16,tasaf,,tasaf,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay annually,annually,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
41471,9087,2013-01-18,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
5151,26010,2013-02-20,pmo,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
5197,17498,2013-01-19,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
50806,53190,2012-10-25,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
50531,53912,2012-12-24,hesawa,,dwe,,-2e-08,0,lake victoria,mwanza,19,2,magu,,True,,True,,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
31413,34932,2012-10-29,tasaf,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,walimi,other handpump,handpump,wug,user-group,other,other,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
9417,37521,2013-02-06,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
53239,29657,2013-01-18,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,walimi,other handpump,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
2982,36463,2013-02-01,rwssp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
3097,68301,2011-07-30,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,False,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,coloured,colored,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
44576,24082,2013-01-29,tasaf,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
34996,27986,2013-02-02,dwsp,,dwe,,-2e-08,0,lake victoria,shinyanga,17,1,bariadi,,True,wug,False,,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.004459472001684637,0.12522343834587213
